0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,3,0
139,9,0
140,3,0
141,9,0
142,12,0
143,3,0
144,15,0
145,6,0
146,9,0
147,12,0
148,9,0
149,15,0
150,15,0
151,24,0
152,30,0
153,18,0
154,27,0
155,21,0
156,6,0
157,27,0
158,27,0
159,39,0
160,27,0
161,57,0
162,42,0
163,33,0
164,51,0
165,27,0
166,45,0
167,39,0
168,36,0
169,30,0
170,33,0
171,27,0
172,39,0
173,45,0
174,42,0
175,60,0
176,69,0
177,36,0
178,75,0
179,69,0
180,63,0
181,60,0
182,68,0
183,60,0
184,42,3
185,60,0
186,75,0
187,51,3
188,78,0
189,51,0
190,63,0
191,69,0
192,69,0
193,60,0
194,75,0
195,45,0
196,57,0
197,48,3
198,66,3
199,66,3
200,75,0
201,84,0
202,72,9
203,84,3
204,81,6
205,75,9
206,81,6
207,69,0
208,78,12
209,81,12
210,105,9
211,105,6
212,111,6
213,150,12
214,117,12
215,90,27
216,129,27
217,108,21
218,156,15
219,138,18
220,150,24
221,150,21
222,171,24
223,183,18
224,165,30
225,204,24
226,183,30
227,150,39
228,171,24
229,186,39
230,246,36
231,246,21
232,198,18
233,255,27
234,183,33
235,171,33
236,141,33
237,180,42
238,228,21
239,165,24
240,213,36
241,195,30
242,195,27
243,159,21
244,171,30
245,164,27
246,198,24
247,165,51
248,157,33
249,194,21
250,155,33
251,103,30
252,96,30
253,87,18
254,108,21
255,135,30
256,120,27
257,87,30
258,108,27
259,110,27
260,108,27
261,81,27
262,74,24
263,57,18
264,60,27
265,92,18
266,54,42
267,30,36
268,55,30
269,54,36
270,59,27
271,47,36
272,48,39
273,32,27
274,46,39
275,33,36
276,24,42
277,36,24
278,32,24
279,12,30
280,18,24
281,3,39
282,12,24
283,15,21
284,6,21
285,9,27
286,11,24
287,11,15
288,6,9
289,12,9
290,0,42
291,3,15
292,3,24
293,6,18
294,0,27
295,0,24
296,12,30
297,3,12
298,6,9
299,0,24
300,3,18
301,0,27
302,0,18
303,0,18
304,3,21
305,3,12
306,0,33
307,0,9
308,0,15
309,0,6
310,0,12
311,0,15
312,0,18
313,3,21
314,0,12
315,0,6
316,3,18
317,0,21
318,2,6
319,3,9
320,0,12
321,3,12
322,0,12
323,0,15
324,3,12
325,0,12
326,0,12
327,0,9
328,3,6
329,0,9
330,0,9
331,0,15
332,0,6
333,0,12
334,0,6
335,0,15
336,0,12
337,0,12
338,0,6
339,0,9
340,0,12
341,0,12
342,0,9
343,0,15
344,0,12
345,0,30
346,0,15
347,0,3
348,0,12
349,0,14
350,0,9
351,0,9
352,0,3
353,0,9
354,0,6
355,0,15
356,0,12
357,0,21
358,0,27
359,0,24
360,0,18
361,0,9
362,0,9
363,0,15
364,0,3
365,0,6
366,0,6
367,0,18
368,0,36
369,0,12
370,0,18
371,0,24
372,0,21
373,0,27
374,0,12
375,0,15
376,0,18
377,0,12
378,0,15
379,0,21
380,0,27
381,0,21
382,0,21
383,0,21
384,0,9
385,0,21
386,0,21
387,0,24
388,0,45
389,0,30
390,0,27
391,0,27
392,0,36
393,0,24
394,0,39
395,0,39
396,0,24
397,0,39
398,0,18
399,0,27
400,0,42
401,0,33
402,0,30
403,0,39
404,0,24
405,0,12
406,0,27
407,0,33
408,0,45
409,0,42
410,0,24
411,0,36
412,0,39
413,0,36
414,0,39
415,0,39
416,0,27
417,0,30
418,0,36
419,0,27
420,0,24
421,0,36
422,0,48
423,2,57
424,2,39
425,0,27
426,0,21
427,0,18
428,0,33
429,0,33
430,0,30
431,0,27
432,0,53
433,0,48
434,0,39
435,0,42
436,0,9
437,0,42
438,0,15
439,0,21
440,0,42
441,0,57
442,0,51
443,0,33
444,0,18
445,0,33
446,0,54
447,0,45
448,0,48
449,0,45
450,0,39
451,0,45
452,0,27
453,0,39
454,0,45
455,0,45
456,0,36
457,0,42
458,0,30
459,0,30
460,0,30
461,0,47
462,0,27
463,0,18
464,0,24
465,0,39
466,0,29
467,0,18
468,0,12
469,0,36
470,0,30
471,0,17
472,0,18
473,0,18
474,0,33
475,0,30
476,0,21
477,0,42
478,0,33
479,0,39
480,0,27
481,0,48
482,0,30
483,0,18
484,0,33
485,0,24
486,0,36
487,0,33
488,0,36
489,0,45
490,0,48
491,0,36
492,0,30
493,0,45
494,0,39
495,0,60
496,0,48
497,0,39
498,0,36
499,0,51
500,2686092,60
501,8523884,33
502,8545176,36
503,3,54
504,28,27
505,404,45
506,404,45
507,2686048,51
508,2686212,48
509,4294967295,30
510,48,48
511,0,54
512,17,33
513,40,60
514,4741256,36
515,4227492,42
516,0,54
517,4203312,54
518,4664232,66
519,2686720,42
520,4201445,51
521,2686048,48
522,4743096,54
523,404,45
524,0,60
525,16781420,42
526,0,51
527,1124024336,51
528,2,60
529,534,66
530,213,54
531,37146640,42
532,37487868,75
533,37146640,60
534,37487866,57
535,37487866,39
536,0,51
537,2686164,75
538,2686204,45
539,639,48
540,3,66
541,6919092,42
542,6918564,36
543,6920732,51
544,6920764,60
545,6920796,51
546,6920828,51
547,6920860,45
548,6918780,56
549,6918804,63
550,6918828,57
551,6918852,18
552,6918876,57
553,6918900,51
554,6918924,39
555,6918948,51
556,6918972,36
557,6918996,39
558,6919020,51
